TestAide Data Save File
Version , 1.0
Function Generator
Version , 3.1
Data Collect Mode Index , 0 
Data Collect Mode , Timed Data
Time Interval Enable , 1 
Cycle Interval Enable , 0 
Data File Header ,  / 2024-12-16 16:01:04
 Time  , DY+ , F2X+ , F2Y+ 
 S  , mm , kN , kN 
710.0121 , -38.05276 , -99.95573 ,-111.03328099999999
710.0171 , -38.04704 , -99.97862 ,-111.03328099999999
710.0221 , -38.05849 , -99.97862 ,-111.03328099999999
710.0271 , -38.05276 , -99.95573 ,-111.03328099999999
710.0321 , -38.04704 , -99.95573 ,-111.03328099999999
710.0371 , -38.05276 , -99.95573 ,-110.98885499999999
710.0421 , -38.05276 , -99.95573 ,-111.011068
710.0471 , -38.05849 , -99.97862 ,-111.03328099999999
710.0521 , -38.05849 , -99.93285 ,-111.07770699999999
710.0571 , -38.05849 , -99.97862 ,-111.011068
710.0621 , -38.04704 , -99.97862 ,-111.055494
710.0671 , -38.05276 , -100.0015 ,-111.011068
710.0721 , -38.05276 , -99.95573 ,-111.055494
710.0771 , -38.04704 , -99.97862 ,-111.03328099999999
710.0822 , -38.05276 , -99.97862 ,-111.03328099999999
710.0872 , -38.04704 , -99.90996 ,-111.09992
710.0922 , -38.05849 , -100.0015 ,-111.055494
710.0972 , -38.05849 , -99.95573 ,-110.98885499999999
710.1022 , -38.05276 , -100.0015 ,-111.03328099999999
710.1072 , -38.05276 , -99.93285 ,-111.055494
710.1122 , -38.04704 , -99.93285 ,-111.03328099999999
710.1172 , -38.05849 , -99.97862 ,-111.07770699999999
710.1222 , -38.05276 , -99.97862 ,-111.03328099999999
710.1272 , -38.04704 , -100.0015 ,-111.03328099999999
710.1322 , -38.05276 , -99.97862 ,-111.055494
710.1372 , -38.05849 , -100.0015 ,-111.011068
710.1422 , -38.05849 , -99.97862 ,-111.03328099999999
710.1472 , -38.05276 , -99.95573 ,-111.03328099999999
710.1522 , -38.04704 , -100.0015 ,-111.011068
710.1572 , -38.04704 , -99.93285 ,-111.011068
